description,industry,level,size,line_code,value
Why has this business not requested debt finance in the last financial year? other,Machinery & equipment wholesaling,2,total,D1408,48
Why has this business not requested debt finance in the last financial year? other,Other wholesale trade,2,total,D1408,204
Why has this business not requested debt finance in the last financial year? other,Retail trade,1,total,D1408,408
Why has this business not requested debt finance in the last financial year? other,Accommodation & food services,1,total,D1408,714
Why has this business not requested debt finance in the last financial year? other,"Transport, postal, & warehousing",1,total,D1408,132
Why has this business not requested debt finance in the last financial year? other,Information media & telecommunications,1,total,D1408,18
Why has this business not requested debt finance in the last financial year? other,Publishing,2,total,D1408,0
Why has this business not requested debt finance in the last financial year? other,Motion picture,2,total,D1408,9
Why has this business not requested debt finance in the last financial year? other,Telecommunications,2,total,D1408,6
Why has this business not requested debt finance in the last financial year? other,Financial & insurance services,1,total,D1408,48
Why has this business not requested debt finance in the last financial year? other,Finance,2,total,D1408,15
Why has this business not requested debt finance in the last financial year? other,Insurance,2,total,D1408,3
Why has this business not requested debt finance in the last financial year? other,Auxiliary,2,total,D1408,33
Why has this business not requested debt finance in the last financial year? other,"Rental, hiring, & real estate services",1,total,D1408,93
Why has this business not requested debt finance in the last financial year? other,"Professional, scientific, & technical services",1,total,D1408,243
Why has this business not requested debt finance in the last financial year? other,Computer systems design,2,total,D1408,57
Why has this business not requested debt finance in the last financial year? other,Other professional scientific,2,total,D1408,192
Why has this business not requested debt finance in the last financial year? other,Administrative & support services,1,total,D1408,171
Why has this business not requested debt finance in the last financial year? other,Education & training,1,total,D1408,57
Why has this business not requested debt finance in the last financial year? other,Health care & social assistance,1,total,D1408,198
Why has this business not requested debt finance in the last financial year? other,Arts & recreation services,1,total,D1408,36
Why has this business not requested debt finance in the last financial year? other,Other services,1,total,D1408,84
Why has this business not requested debt finance in the last financial year? other,total,0,total,D1408,3411
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",total,0,6–19 employees,D1501,1128
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",total,0,20–49 employees,D1501,342
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",total,0,50–99 employees,D1501,123
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",total,0,100+ employees,D1501,102
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings","Agriculture, forestry, & fishing",1,total,D1501,432
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Agriculture,2,total,D1501,363
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Commercial fishing,2,total,D1501,0
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Forestry & logging,2,total,D1501,6
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings","Agriculture, forestry, & fishing support services",2,total,D1501,63
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Mining,1,total,D1501,6
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Manufacturing,1,total,D1501,201
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings","Food, beverage, & tobacco",2,total,D1501,57
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings","Textile, clothing, footwear, & leather",2,total,D1501,9
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Wood & paper product,2,total,D1501,18
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings","Printing, publishing, & recorded media",2,total,D1501,0
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings","Petroleum, coal, chemical, & associated product",2,total,D1501,12
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Non-metallic mineral product,2,total,D1501,12
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Metal product,2,total,D1501,57
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Transport and industrial machinery & equipment,2,total,D1501,27
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Other machinery & equipment,2,total,D1501,0
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Other manufacturing,2,total,D1501,9
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings","Electricity, gas, water, & waste services",1,total,D1501,3
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Construction,1,total,D1501,333
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Wholesale trade,1,total,D1501,60
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Machinery & equipment wholesaling,2,total,D1501,15
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Other wholesale trade,2,total,D1501,45
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Retail trade,1,total,D1501,84
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Accommodation & food services,1,total,D1501,144
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings","Transport, postal, & warehousing",1,total,D1501,66
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Information media & telecommunications,1,total,D1501,3
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Publishing,2,total,D1501,0
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Motion picture,2,total,D1501,0
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Telecommunications,2,total,D1501,0
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Financial & insurance services,1,total,D1501,6
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Finance,2,total,D1501,6
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Insurance,2,total,D1501,0
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Auxiliary,2,total,D1501,0
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings","Rental, hiring, & real estate services",1,total,D1501,72
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings","Professional, scientific, & technical services",1,total,D1501,21
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Computer systems design,2,total,D1501,6
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Other professional scientific,2,total,D1501,18
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Administrative & support services,1,total,D1501,36
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Education & training,1,total,D1501,33
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Health care & social assistance,1,total,D1501,144
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Arts & recreation services,1,total,D1501,18
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",Other services,1,total,D1501,27
"For your most recent debt finance, how did you intend to use the finance? purchase of land or buildings",total,0,total,D1501,1695
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",total,0,6–19 employees,D1502,2808
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",total,0,20–49 employees,D1502,933
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",total,0,50–99 employees,D1502,237
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",total,0,100+ employees,D1502,135
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles","Agriculture, forestry, & fishing",1,total,D1502,444
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Agriculture,2,total,D1502,249
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Commercial fishing,2,total,D1502,3
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Forestry & logging,2,total,D1502,45
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles","Agriculture, forestry, & fishing support services",2,total,D1502,147
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Mining,1,total,D1502,12
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Manufacturing,1,total,D1502,453
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles","Food, beverage, & tobacco",2,total,D1502,69
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles","Textile, clothing, footwear, & leather",2,total,D1502,12
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Wood & paper product,2,total,D1502,54
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles","Printing, publishing, & recorded media",2,total,D1502,12
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles","Petroleum, coal, chemical, & associated product",2,total,D1502,39
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Non-metallic mineral product,2,total,D1502,27
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Metal product,2,total,D1502,102
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Transport and industrial machinery & equipment,2,total,D1502,96
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Other machinery & equipment,2,total,D1502,12
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Other manufacturing,2,total,D1502,30
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles","Electricity, gas, water, & waste services",1,total,D1502,33
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Construction,1,total,D1502,1206
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Wholesale trade,1,total,D1502,219
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Machinery & equipment wholesaling,2,total,D1502,42
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Other wholesale trade,2,total,D1502,177
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Retail trade,1,total,D1502,174
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Accommodation & food services,1,total,D1502,246
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles","Transport, postal, & warehousing",1,total,D1502,507
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Information media & telecommunications,1,total,D1502,15
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Publishing,2,total,D1502,3
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Motion picture,2,total,D1502,3
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Telecommunications,2,total,D1502,6
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Financial & insurance services,1,total,D1502,9
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Finance,2,total,D1502,3
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Insurance,2,total,D1502,0
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Auxiliary,2,total,D1502,6
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles","Rental, hiring, & real estate services",1,total,D1502,111
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles","Professional, scientific, & technical services",1,total,D1502,264
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Computer systems design,2,total,D1502,24
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Other professional scientific,2,total,D1502,243
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Administrative & support services,1,total,D1502,111
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Education & training,1,total,D1502,36
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Health care & social assistance,1,total,D1502,87
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Arts & recreation services,1,total,D1502,6
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",Other services,1,total,D1502,177
"For your most recent debt finance, how did you intend to use the finance? purchase of vehicles",total,0,total,D1502,4113
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",total,0,6–19 employees,D1503,351
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",total,0,20–49 employees,D1503,228
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",total,0,50–99 employees,D1503,81
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",total,0,100+ employees,D1503,72
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment","Agriculture, forestry, & fishing",1,total,D1503,15
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Agriculture,2,total,D1503,3
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Commercial fishing,2,total,D1503,0
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Forestry & logging,2,total,D1503,0
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment","Agriculture, forestry, & fishing support services",2,total,D1503,12
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Mining,1,total,D1503,0
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Manufacturing,1,total,D1503,81
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment","Food, beverage, & tobacco",2,total,D1503,9
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment","Textile, clothing, footwear, & leather",2,total,D1503,0
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Wood & paper product,2,total,D1503,6
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment","Printing, publishing, & recorded media",2,total,D1503,0
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment","Petroleum, coal, chemical, & associated product",2,total,D1503,12
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Non-metallic mineral product,2,total,D1503,0
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Metal product,2,total,D1503,18
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Transport and industrial machinery & equipment,2,total,D1503,24
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Other machinery & equipment,2,total,D1503,6
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Other manufacturing,2,total,D1503,9
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment","Electricity, gas, water, & waste services",1,total,D1503,0
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Construction,1,total,D1503,39
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Wholesale trade,1,total,D1503,51
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Machinery & equipment wholesaling,2,total,D1503,15
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Other wholesale trade,2,total,D1503,33
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Retail trade,1,total,D1503,33
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Accommodation & food services,1,total,D1503,135
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment","Transport, postal, & warehousing",1,total,D1503,24
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Information media & telecommunications,1,total,D1503,12
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Publishing,2,total,D1503,0
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Motion picture,2,total,D1503,3
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Telecommunications,2,total,D1503,6
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Financial & insurance services,1,total,D1503,6
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Finance,2,total,D1503,0
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Insurance,2,total,D1503,0
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Auxiliary,2,total,D1503,6
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment","Rental, hiring, & real estate services",1,total,D1503,30
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment","Professional, scientific, & technical services",1,total,D1503,234
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Computer systems design,2,total,D1503,60
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Other professional scientific,2,total,D1503,177
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Administrative & support services,1,total,D1503,15
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Education & training,1,total,D1503,6
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Health care & social assistance,1,total,D1503,24
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Arts & recreation services,1,total,D1503,9
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",Other services,1,total,D1503,12
"For your most recent debt finance, how did you intend to use the finance? purchase of ICT equipment",total,0,total,D1503,735
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",total,0,6–19 employees,D1504,2316
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",total,0,20–49 employees,D1504,927
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",total,0,50–99 employees,D1504,273
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",total,0,100+ employees,D1504,153
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)","Agriculture, forestry, & fishing",1,total,D1504,678
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Agriculture,2,total,D1504,312
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Commercial fishing,2,total,D1504,12
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Forestry & logging,2,total,D1504,135
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)","Agriculture, forestry, & fishing support services",2,total,D1504,225
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Mining,1,total,D1504,21
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Manufacturing,1,total,D1504,720
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)","Food, beverage, & tobacco",2,total,D1504,204
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)","Textile, clothing, footwear, & leather",2,total,D1504,27
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Wood & paper product,2,total,D1504,126
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)","Printing, publishing, & recorded media",2,total,D1504,27
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)","Petroleum, coal, chemical, & associated product",2,total,D1504,39
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Non-metallic mineral product,2,total,D1504,33
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Metal product,2,total,D1504,117
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Transport and industrial machinery & equipment,2,total,D1504,102
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Other machinery & equipment,2,total,D1504,12
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Other manufacturing,2,total,D1504,30
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)","Electricity, gas, water, & waste services",1,total,D1504,24
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Construction,1,total,D1504,816
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Wholesale trade,1,total,D1504,90
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Machinery & equipment wholesaling,2,total,D1504,9
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Other wholesale trade,2,total,D1504,81
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Retail trade,1,total,D1504,138
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Accommodation & food services,1,total,D1504,375
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)","Transport, postal, & warehousing",1,total,D1504,195
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Information media & telecommunications,1,total,D1504,9
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Publishing,2,total,D1504,0
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Motion picture,2,total,D1504,3
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Telecommunications,2,total,D1504,3
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Financial & insurance services,1,total,D1504,6
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Finance,2,total,D1504,0
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Insurance,2,total,D1504,0
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Auxiliary,2,total,D1504,6
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)","Rental, hiring, & real estate services",1,total,D1504,60
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)","Professional, scientific, & technical services",1,total,D1504,159
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Computer systems design,2,total,D1504,0
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Other professional scientific,2,total,D1504,159
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Administrative & support services,1,total,D1504,72
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Education & training,1,total,D1504,21
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Health care & social assistance,1,total,D1504,114
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Arts & recreation services,1,total,D1504,21
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",Other services,1,total,D1504,141
"For your most recent debt finance, how did you intend to use the finance? purchase of machinery or equipment (not ICT)",total,0,total,D1504,3672
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",total,0,6–19 employees,D1505,303
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",total,0,20–49 employees,D1505,213
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",total,0,50–99 employees,D1505,66
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",total,0,100+ employees,D1505,63
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)","Agriculture, forestry, & fishing",1,total,D1505,93
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Agriculture,2,total,D1505,66
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Commercial fishing,2,total,D1505,0
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Forestry & logging,2,total,D1505,3
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)","Agriculture, forestry, & fishing support services",2,total,D1505,24
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Mining,1,total,D1505,3
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Manufacturing,1,total,D1505,57
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)","Food, beverage, & tobacco",2,total,D1505,21
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)","Textile, clothing, footwear, & leather",2,total,D1505,6
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Wood & paper product,2,total,D1505,0
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)","Printing, publishing, & recorded media",2,total,D1505,12
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)","Petroleum, coal, chemical, & associated product",2,total,D1505,6
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Non-metallic mineral product,2,total,D1505,0
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Metal product,2,total,D1505,6
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Transport and industrial machinery & equipment,2,total,D1505,0
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Other machinery & equipment,2,total,D1505,3
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Other manufacturing,2,total,D1505,0
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)","Electricity, gas, water, & waste services",1,total,D1505,3
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Construction,1,total,D1505,18
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Wholesale trade,1,total,D1505,15
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Machinery & equipment wholesaling,2,total,D1505,9
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Other wholesale trade,2,total,D1505,6
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Retail trade,1,total,D1505,78
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Accommodation & food services,1,total,D1505,87
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)","Transport, postal, & warehousing",1,total,D1505,15
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Information media & telecommunications,1,total,D1505,9
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Publishing,2,total,D1505,0
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Motion picture,2,total,D1505,0
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Telecommunications,2,total,D1505,6
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Financial & insurance services,1,total,D1505,24
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Finance,2,total,D1505,3
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Insurance,2,total,D1505,0
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Auxiliary,2,total,D1505,21
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)","Rental, hiring, & real estate services",1,total,D1505,69
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)","Professional, scientific, & technical services",1,total,D1505,27
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Computer systems design,2,total,D1505,6
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Other professional scientific,2,total,D1505,24
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Administrative & support services,1,total,D1505,27
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Education & training,1,total,D1505,6
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Health care & social assistance,1,total,D1505,60
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Arts & recreation services,1,total,D1505,18
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",Other services,1,total,D1505,30
"For your most recent debt finance, how did you intend to use the finance? purchase of business(es)",total,0,total,D1505,645
"For your most recent debt finance, how did you intend to use the finance? product development (including research and development)",total,0,6–19 employees,D1506,201
"For your most recent debt finance, how did you intend to use the finance? product development (including research and development)",total,0,20–49 employees,D1506,156
"For your most recent debt finance, how did you intend to use the finance? product development (including research and development)",total,0,50–99 employees,D1506,15
"For your most recent debt finance, how did you intend to use the finance? product development (including research and development)",total,0,100+ employees,D1506,27
"For your most recent debt finance, how did you intend to use the finance? product development (including research and development)","Agriculture, forestry, & fishing",1,total,D1506,48
"For your most recent debt finance, how did you intend to use the finance? product development (including research and development)",Agriculture,2,total,D1506,45
"For your most recent debt finance, how did you intend to use the finance? product development (including research and development)",Commercial fishing,2,total,D1506,0
"For your most recent debt finance, how did you intend to use the finance? product development (including research and development)",Forestry & logging,2,total,D1506,0
"For your most recent debt finance, how did you intend to use the finance? product development (including research and development)","Agriculture, forestry, & fishing support services",2,total,D1506,3
"For your most recent debt finance, how did you intend to use the finance? product development (including research and development)",Mining,1,total,D1506,0
"For your most recent debt finance, how did you intend to use the finance? product development (including research and development)",Manufacturing,1,total,D1506,57
"For your most recent debt finance, how did you intend to use the finance? product development (including research and development)","Food, beverage, & tobacco",2,total,D1506,12
"For your most recent debt finance, how did you intend to use the finance? product development (including research and development)","Textile, clothing, footwear, & leather",2,total,D1506,6
"For your most recent debt finance, how did you intend to use the finance? product development (including research and development)",Wood & paper product,2,total,D1506,3
"For your most recent debt finance, how did you intend to use the finance? product development (including research and development)","Printing, publishing, & recorded media",2,total,D1506,3
